"KEY","VALUE"
"VICTAS Belag Curl P4V rot OX","CURL P4V, moderní obranná hra"
"VICTAS Belag Curl P4V schwarz 0,5 mm","CURL P4V, Koji Matsushita"
"VICTAS Belag Curl P4V schwarz 1,0 mm","Ochranný potah, Stolní tenis"
"VICTAS Belag Curl P4V schwarz 1,5 mm","desky, obranný styl"
"VICTAS Belag Curl P4V schwarz OX","VICTAS potah, defenzivní hráč"
"VICTAS Belag Curl P5V rot 0,5 mm","tvrdé nopky, přesná obrana"
"VICTAS Belag Curl P5V rot 1,0 mm","dlouhé vroubky, tvrdé vroubky"
"VICTAS Belag Curl P5V rot 1,5 mm","dálková obrana, tvrdé pupky"
"VICTAS Belag Curl P5V rot OX","Hráčské bloky, Dálková obrana"
"VICTAS Belag Curl P5V schwarz 0,5 mm","dlouhé vroubky, obranný potah"
"VICTAS Belag Curl P5V schwarz 1,0 mm","CURL P5V, tvrdé trny"
"VICTAS Belag Curl P5V schwarz 1,5 mm","Curl P5V, dlouhé nopky"
"VICTAS Belag Curl P5V schwarz OX","dálkové obraně, blokovací hra"
"VICTAS Belag Spectol S1 blau 1,3 mm","noppen-belag, útočný styl"
"VICTAS Belag Spectol S1 blau 1,6 mm","noppenová guma, útočná hra"
"VICTAS Belag Spectol S1 blau 2,0 mm","nástavec stolní tenis  útočný styl"
"VICTAS Belag Spectol S1 blau 2,3 mm","pinec, útok"
"VICTAS Belag Spectol S1 rot 1,3 mm","SPECTOL S1, krátké nopy"
"VICTAS Belag Spectol S1 rot 1,6 mm","SPECTOL S1, útočná hra"
"VICTAS Belag Spectol S1 rot 2,0 mm","SPECTOL S1, krátké vroubky"
"VICTAS Belag Spectol S1 rot 2,3 mm","SPECTOL S1, krátké nopky"
"VICTAS Belag Spectol S1 schwarz 1,3 mm","Nopový potah, útočná hra"
"VICTAS Belag Spectol S1 schwarz 1,6 mm","SPECTOL S1, pálka na stolní tenis"
"VICTAS Belag Spectol S1 schwarz 2,0 mm","SPECTOL S1, krátké vroubky"
"VICTAS Belag Spectol S1 schwarz 2,3 mm","SPECTOL S1, Noppen-Belag"
"VICTAS Belag Spectol S2 blau 1,6 mm","SPECTOL S2, vysoké napětí"
"VICTAS Belag Spectol S2 blau 2,0 mm","VICTAS Spectol S2, útočný povrch"
"VICTAS Belag Spectol S2 blau 2,3 mm","SPECTOL S2, rychlostní boost"
"VICTAS Belag Spectol S2 rot 1,6 mm","SPECTOL S2, útočný potah"
"VICTAS Belag Spectol S2 rot 2,0 mm","SPECTOL S2, vysoká energie"
"VICTAS Belag Spectol S2 rot 2,3 mm","SPECTOL S2, vysoká energie"
"VICTAS Belag Spectol S2 schwarz 1,6 mm","SPECTOL S2, útočný povrch"
"VICTAS Belag Spectol S2 schwarz 2,0 mm","SPECTOL S2, vysoká energie"
"VICTAS Belag Spectol S2 schwarz 2,3 mm","SPECTOL S2, vysoká energie"
"VICTAS Belag Spectol S3 blau 1,6 mm","rychlá krátká nopka, technologie vysoké energetické napětí"
"VICTAS Belag Spectol S3 blau 2,0 mm","rychlé krátké nopky, vysoké rotace"
"VICTAS Belag Spectol S3 blau 2,3 mm","rychlá pípa, vysoké napětí energie"
"VICTAS Belag Spectol S3 rot 1,6 mm","rychlost, flexibilita"
"VICTAS Belag Spectol S3 rot 2,0 mm","SPECTOL S3, krátké pupínky"
"VICTAS Belag Spectol S3 rot 2,3 mm","SPECTOL S3, rychlá krátká nopka"
"VICTAS Belag Spectol S3 schwarz 1,6 mm","rychlá pimpona, variabilita spinů"
"VICTAS Belag Spectol S3 schwarz 2,0 mm","rychlá krátká nopka, vysoká energie napětí"
"VICTAS Belag Spectol S3 schwarz 2,3 mm","rychlá pálka, vysoká rotace"
"VICTAS Belag Spinpips D1 rot 1,3 mm","rychlost, kontrola"
"VICTAS Belag Spinpips D1 rot 1,6 mm","rotace, kontrola"
"VICTAS Belag Spinpips D1 rot 2,0 mm","SPINPIPS D1, pingpongové potahy"
"VICTAS Belag Spinpips D1 rot 2,3 mm","SPINPIPS D1, stolní tenis"
"VICTAS Belag Spinpips D1 schwarz 1,3 mm","Klasický potah, Nopový efekt"
"VICTAS Belag Spinpips D1 schwarz 1,6 mm","SPINPIPS, rychlost"
"VICTAS Belag Spinpips D1 schwarz 2,0 mm","SPINPIPS D1, stolní tenis"
"VICTAS Belag Spinpips D1 schwarz 2,3 mm","SPINPIPS D1, stolní tenis"
"VICTAS Belag Spinpips D2 rot 1,6 mm","SPINPIPS D2, vysoké napětí energie"
"VICTAS Belag Spinpips D2 rot 2,0 mm","SPINPIPS D2, vysoké napětí"
"VICTAS Belag Spinpips D2 rot 2,3 mm","Rotace, technologie"
"VICTAS Belag Spinpips D2 schwarz 1,6 mm","SPINPIPS D2, vysoké napětí"
"VICTAS Belag Spinpips D2 schwarz 2,0 mm","SPINPIPS, vysoké napětí"
"VICTAS Belag Spinpips D2 schwarz 2,3 mm","pryž spinpips, vysoká napětí"
"VICTAS Belag Spinpips D3 rot 0,5 mm","SPINPIPS, obraný утok"
"VICTAS Belag Spinpips D3 rot 1,0 mm","SPINPIPS D3, kontrola"
"VICTAS Belag Spinpips D3 rot 1,5 mm","spinpips, kontrola"
"VICTAS Belag Spinpips D3 rot 2,0 mm","rotace, kontrola"
"VICTAS Belag Spinpips D3 schwarz 0,5 mm","rotace, kontrola"
"VICTAS Belag Spinpips D3 schwarz 1,0 mm","rotace, kontrola"
"VICTAS Belag Spinpips D3 schwarz 1,5 mm","SPINPIPS D3, kontrola"
"VICTAS Belag Spinpips D3 schwarz 2,0 mm","extra měkká, kontrola"
"VICTAS Belag Swat Spin rot 2,0 mm","VICTAS potah, útočná guma"
"VICTAS Belag Swat Spin rot 2,3 mm","útočný potah, kontrola míče"
"VICTAS Belag Swat Spin schwarz 2,0 mm","VICTAS Swat Spin, útočný potah"
"VICTAS Belag Swat Spin schwarz 2,3 mm","elastický ofensivní potah, vysoká kontrola míče"
"VICTAS Belag Triple Double Extra rot 2,0 mm","tvrdost, rotace"
"VICTAS Belag Triple Double Extra rot 2,3 mm","tvrdost, rotace"
"VICTAS Belag Triple Double Extra schwarz 2,0 mm","rotace, síla"
"VICTAS Belag Triple Double Extra schwarz 2,3 mm","extra tvrdost, maximální rotace"
"VICTAS Belag Triple Extra rot 2,0 mm","offensivní hráči, rotace"
"VICTAS Belag Triple Extra rot 2,3 mm","rotace, síla"
"VICTAS Belag Triple Extra schwarz 2,0 mm","útočný hráč, rotace"
"VICTAS Belag Triple Extra schwarz 2,3 mm","VICTAS Triple Extra, útočný potah"
"VICTAS Belag Triple Regular rot 1,8 mm","VICTAS Triple Regular, univerzální potah"
"VICTAS Belag Triple Regular rot 2,0 mm","všestranný potah, otočný houba"
"VICTAS Belag Triple Regular rot 2,3 mm","všestranná guma, čínská vrchní guma"
"VICTAS Belag Triple Regular schwarz 1,8 mm","guma, univerzální"
"VICTAS Belag Triple Regular schwarz 2,0 mm","všestranný potah, spinový elastický"
"VICTAS Belag Triple Regular schwarz 2,3 mm","gripový povrch, elastický houba"
"VICTAS Belag V > 01 Limber rot 2,0 mm","offenzivní potah, vysoká křivka letu"
"VICTAS Belag V > 01 Limber rot 2,3 mm","VICTAS potah, stolní tenis"
"VICTAS Belag V > 01 Limber schwarz 2,0 mm","VICTAS potah, ofensivní potah"
"VICTAS Belag V > 01 Limber schwarz 2,3 mm","ofenzivní potah, vysoká rotace"
"VICTAS Belag V > 01 rot 2,0 mm","výbušný povrch, vysoká rychlost"
"VICTAS Belag V > 01 rot 2,3 mm","exploze, přesnost"
"VICTAS Belag V > 01 schwarz 2,0 mm","explozivní, rychlý"
"VICTAS Belag V > 01 schwarz 2,3 mm","exploze, přesnost"
"VICTAS Belag V > 01 Stiff rot 2,0 mm","Vysoká energie, Kontrola"
"VICTAS Belag V > 01 Stiff rot 2,3 mm","rychlý útočný potah, rotace topspin míčky"
"VICTAS Belag V > 01 Stiff schwarz 2,0 mm","rychlost kontrola"
"VICTAS Belag V > 01 Stiff schwarz 2,3 mm","spin, kontrola"
"VICTAS Belag V > 03 schwarz 2,3 mm","VICTAS, stolní tenis"
"VICTAS Belag V > 11 Extra rot 2,0 mm","útočný povrch, Lightning Tension technologie"
"VICTAS Belag V > 11 Extra rot 2,3 mm","útočný potah, lehčí pocit"
"VICTAS Belag V > 11 Extra schwarz 2,0 mm","ofenzivní potah, technologie Lightning Tension"
"VICTAS Belag V > 11 Extra schwarz 2,3 mm","útočný potah, lehký spin"
"VICTAS Belag V > 15 Extra blau 2,0 mm","VICTAS potah  útočný hráči"
"VICTAS Belag V > 15 Extra blau 2,3 mm","útočná houba, spin optimalizovaná guma"
"VICTAS Belag V > 15 Extra rot 2,0 mm","útočný povrch, agresivní hráč"
"VICTAS Belag V > 15 Extra rot 2,3 mm","VICTAS potah, útočná zbraň"
"VICTAS Belag V > 15 Extra schwarz 2,0 mm","VICTAS potah, agresivní útočníci"
"VICTAS Belag V > 15 Extra schwarz 2,3 mm","útočníci, potah"
"VICTAS Belag V > 15 Limber rot 2,0 mm","VICTAS potahspinová ofenziva"
"VICTAS Belag V > 15 Limber rot 2,3 mm","VICTAS potah, spinově orientovaný"
"VICTAS Belag V > 15 Limber schwarz 2,0 mm","guma na stolní tenis, ofenzivní hráči"
"VICTAS Belag V > 15 Limber schwarz 2,3 mm","spinová guma, ofenzivní hráč"
"VICTAS Belag V > 15 Sticky rot 2,0 mm","lepivý povrch, útoční hráči"
"VICTAS Belag V > 15 Sticky rot 2,3 mm","VICTAS lepkavý potah"
"VICTAS Belag V > 15 Sticky schwarz 2,0 mm","lepkavý povrch, hybridní útočný potah"
"VICTAS Belag V > 15 Sticky schwarz 2,3 mm","lepivý potah, útočný pingpongový potah"
"VICTAS Belag V > 15 Sticky Soft rot 2,0 mm","lepkavý měkký  hybridní potah"
"VICTAS Belag V > 15 Sticky Soft rot 2,3 mm","lepkavá měkkost, hybridní potah"
"VICTAS Belag V > 15 Sticky Soft schwarz 2,0 mm","VICTAS Belag V > 15 Sticky Soft černý 2,0 mm: V > 15 Sticky Soft je měkčí hybridní verze úspěšné série V > 15! Extrémní přilnavost a síla tohoto špičkového útočného potahu je poprvé kombinována s trochu pružnější 47,5° útočnou pěnou, což vytváří zcela nový hybridní herní pocit: maximální spin potenciál díky delšímu kontaktu s míčkem a navíc vylepšené kontrolní vlastnosti díky měkčímu a odpouštějícímu hernímu pocitu. Vynikající dynamika a přesnost také charakterizuje V > 15 Sticky Soft, který dává útočným hráčům všechny možnosti, jak úspěšně prosadit vlastní útočnou hru. V > 15 Sticky Soft je díky svým herním vlastnostem ideální volbou pro všechny hráče, kteří chtějí spojit výhody hybridního potahu s měkčím pocitem.Keywords:1. hybridní potah2. útočná pěna"
"VICTAS Belag V > 15 Sticky Soft schwarz 2,3 mm","lepkavý měkký, hybridní potah"
"VICTAS Belag V > 15 Stiff rot 2,0 mm","VICTAS Belag V > 15 Stiff, útočný potah"
"VICTAS Belag V > 15 Stiff rot 2,3 mm","rychlost, rotace"
"VICTAS Belag V > 15 Stiff schwarz 2,0 mm","rychlost, rotace"
"VICTAS Belag V > 15 Stiff schwarz 2,3 mm","VICTAS Belag V > 15 Stiff, útočná guma"
"VICTAS Belag V > 20 Double Extra rot 1,8 mm","VICTAS potah, ofensivní potah"
"VICTAS Belag V > 20 Double Extra rot 2,0 mm","útočný potah, hybridní technologie"
"VICTAS Belag V > 20 Double Extra rot 2,3 mm","offenzivní potah, hybridní technologie"
"VICTAS Belag V > 20 Double Extra schwarz 1,8 mm","offenzivní potah, hybridní technologie"
"VICTAS Belag V > 20 Double Extra schwarz 2,0 mm","hybridní technologie, přesnost útoku"
"VICTAS Belag V > 20 Double Extra schwarz 2,3 mm","VICTAS potah, útočný potah"
"VICTAS Belag V > 20 Extra rot 2,0 mm","hybridní potah, útočný potah"
"VICTAS Belag V > 20 Extra rot 2,3 mm","hybridní povrch, útočný potah"
"VICTAS Belag V > 20 Extra schwarz 2,0 mm","hybridní potah, útočná guma"
"VICTAS Belag V > 20 Extra schwarz 2,3 mm","hybridní potah, přesnost útoku"
"VICTAS Belag V > 22 Double Extra blau 2,0 mm","rychlost, rotace"
"VICTAS Belag V > 22 Double Extra blau 2,3 mm","Vysoká rychlost, Spodní guma"
"VICTAS Belag V > 22 Double Extra rot 2,0 mm","VICTAS potah, vysoká rychlost"
"VICTAS Belag V > 22 Double Extra rot 2,3 mm","VICTAS potah, vysoká rychlost"
"VICTAS Belag V > 22 Double Extra schwarz 2,0 mm","Vysoká rychlost, Společnost VICTAS"
"VICTAS Belag V > 22 Double Extra schwarz 2,3 mm","gumový potah, útočný styl"
"VICTAS Belag Ventus Extra rot 1,8 mm","kvalitní potah, výkonová rotace"
"VICTAS Belag Ventus Extra rot 2,0 mm","spin, rychlost"
"VICTAS Belag Ventus Extra rot 2,3 mm","rotace, výkon"
"VICTAS Belag Ventus Extra schwarz 1,8 mm","rotace, rychlost"
"VICTAS Belag Ventus Extra schwarz 2,0 mm","rotace, výkon"
"VICTAS Belag Ventus Extra schwarz 2,3 mm","spin, rychlost"
"VICTAS Belag Ventus Limber pink 1,8 mm","Ofenzivní potah, Kontrola a rotace"
"VICTAS Belag Ventus Limber pink 2,0 mm","VICTAS guma, útočné vlastnosti"
"VICTAS Belag Ventus Limber pink 2,3 mm","topsin, rotace"
"VICTAS Belag Ventus Limber rot 1,8 mm","útočná potah, rotace míčků"
"VICTAS Belag Ventus Limber rot 2,0 mm","středně tvrdý potah, optimální rotace"
"VICTAS Belag Ventus Limber rot 2,3 mm","středně tvrdá houba, ofenzivní potah"
"VICTAS Belag Ventus Limber schwarz 1,8 mm","ofenzivní potah, středně tvrdý houba"
"VICTAS Belag Ventus Limber schwarz 2,0 mm","offenzivní potah, rotace"
"VICTAS Belag Ventus Limber schwarz 2,3 mm","rychlé topspiny  kontrolované bloky"
"VICTAS Belag Ventus Regular Alpha blau 1,5 mm","VENTUS Regular, všestranná hra"
"VICTAS Belag Ventus Regular Alpha blau 1,8 mm","VENTUS Regular, spin potenciál"
"VICTAS Belag Ventus Regular Alpha blau 2,0 mm","ventus pravidelný  spin potenciál"
"VICTAS Belag Ventus Regular Alpha pink 1,5 mm","VENTUS Regular  Spin potenciál"
"VICTAS Belag Ventus Regular Alpha pink 1,8 mm","VENTUS Regular α, spin potenciál"
"VICTAS Belag Ventus Regular Alpha pink 2,0 mm","VENTUS Regular, spin potencial"
"VICTAS Belag Ventus Regular Alpha rot 1,5 mm","ventus nové přilnavý"
"VICTAS Belag Ventus Regular Alpha rot 1,8 mm","spinkontrola, všestranná hra"
"VICTAS Belag Ventus Regular Alpha rot 2,0 mm","VENTUS Regular Alpha, gumový povrch"
"VICTAS Belag Ventus Regular Alpha schwarz 1,5 mm","VENTUS Regular, spin potenciál"
"VICTAS Belag Ventus Regular Alpha schwarz 1,8 mm","VENTUS Regular, gumový potah"
"VICTAS Belag Ventus Regular Alpha schwarz 2,0 mm","VENTUS Regular α, pingpongová guma"
"VICTAS Belag Ventus Regular rot 1,5 mm","spin, kontrola"
"VICTAS Belag Ventus Regular rot 1,8 mm","spin, kontrola"
"VICTAS Belag Ventus Regular rot 2,0 mm","spinvá orientace, vyvážená kontrola"
"VICTAS Belag Ventus Regular schwarz 1,5 mm","rotace, kontrola"
"VICTAS Belag Ventus Regular schwarz 1,8 mm","spin, kontrola"
"VICTAS Belag Ventus Regular schwarz 2,0 mm","spin, kontrola"
"VICTAS Belag Ventus Stiff rot 1,8 mm","útočný potah, rotace energie"
"VICTAS Belag Ventus Stiff rot 2,0 mm","Ventus tuhý, Optimized Rotation Concept"
"VICTAS Belag Ventus Stiff rot 2,3 mm","rychlost, kontrola"
"VICTAS Belag Ventus Stiff schwarz 1,8 mm","rychlost, kontrola"
"VICTAS Belag Ventus Stiff schwarz 2,0 mm","útočný povrch, vynikající kontrola"
"VICTAS Belag Ventus Stiff schwarz 2,3 mm","útočný potah, rotace"
"VICTAS Belag VJ > 07 Limber rot 2,0 mm","útočná guma, stolní tenis"
"VICTAS Belag VJ > 07 Regular rot 1,8 mm","vyvážený potah, útočná hra"
"VICTAS Belag VJ > 07 Regular rot 2,0 mm","vyvážený všestranný potah, kontrola a útočná hra"
"VICTAS Belag VJ > 07 Regular rot 2,3 mm","vyvážený  útočný"
"VICTAS Belag VJ > 07 Regular schwarz 1,8 mm","vyvážený potah, technologie Made in Japan"
"VICTAS Belag VJ > 07 Regular schwarz 2,0 mm","univerzální povrch, útočná hra"
"VICTAS Belag VJ > 07 Regular schwarz 2,3 mm","vyvážený potah, útočná hra"
"VICTAS Belag VJ > 07 Stiff rot 1,8 mm","útočný potah, japonská guma"
"VICTAS Belag VJ > 07 Stiff rot 2,0 mm","balancovaný, útočný potah"
"VICTAS Belag VJ > 07 Stiff rot 2,3 mm","útočný potah, rotace"
"VICTAS Belag VJ > 07 Stiff schwarz 1,8 mm","útočný potah, rotace míče"
"VICTAS Belag VJ > 07 Stiff schwarz 2,0 mm","útočný potah, japonská guma"
"VICTAS Belag VJ > 07 Stiff schwarz 2,3 mm","útočný potah, moderní útočný hráč"
"VICTAS Belag VJC > 07 Sticky Extra rot 2,0 mm","lepkavý potah, rotace míčků"
"VICTAS Belag VJC > 07 Sticky Extra rot 2,3 mm","gumový povrch, kontrola a rychlost"
"VICTAS Belag VJC > 07 Sticky Extra schwarz 2,0 mm","lepkavá guma, ovládání rychlosti"
"VICTAS Belag VJC > 07 Sticky Extra schwarz 2,3 mm","lepkavý povrch, kontrola a rychlost"
"VICTAS Belag VO > 101 rot 1,6 mm","rychlé potahy, útočná hra"
"VICTAS Belag VO > 101 rot 1,8 mm","rychlé potahy, útočné nopky"
"VICTAS Belag VO > 101 rot 2,0 mm","rychlé potahy, útočná hra"
"VICTAS Belag VO > 101 rot 2,3 mm","rychlé krátké-pipsy"
"VICTAS Belag VO > 101 schwarz 1,8 mm","rychlé potahy, útočná hra"
"VICTAS Belag VO > 101 schwarz 2,0 mm","rychlý kurznopový potah, vysoká energie"
"VICTAS Belag VO > 101 schwarz 2,3 mm","rychlý potah, útočná hra"
"VICTAS Belag VO > 102 blau 1,8 mm","VICTAS VO > 102, krátké potahy"
"VICTAS Belag VO > 102 blau 2,0 mm","Vysoká energie, Kontrola míče"
"VICTAS Belag VO > 102 blau 2,3 mm","nopyovládání"
"VICTAS Belag VO > 102 rot 1,8 mm","VICTAS potah, vysoká energie"
"VICTAS Belag VO > 102 rot 2,0 mm","VICTAS VO > 102, energetické napětí"
"VICTAS Belag VO > 102 rot 2,3 mm","nitrakulturní geometrie, herní kontrola"
"VICTAS Belag VO > 102 schwarz 1,8 mm","VICTAS potah, rychlé pálkování"
"VICTAS Belag VO > 102 schwarz 2,0 mm","nová technologie, vysoké napětí"
"VICTAS Belag VO > 102 schwarz 2,3 mm","nopy na stolní tenis, kontrola spinů"
"VICTAS Belag VO > 103 rot 1,6 mm","VO > 103, krátké vroubkování"
"VICTAS Belag VO > 103 rot 1,8 mm","VICTAS Belag VO, variabilní krátké vroubky"
"VICTAS Belag VO > 103 rot 2,0 mm","guma, rotace"
"VICTAS Belag VO > 103 rot 2,3 mm","nárazová houba, rotace"
"VICTAS Belag VO > 103 schwarz 1,8 mm","krátké vroubky, útočný hráč"
"VICTAS Belag VO > 103 schwarz 2,0 mm","útočný všestranný, krátké vroubky"
"VICTAS Belag VO > 103 schwarz 2,3 mm","krátké vroubky, útočný všestranný hráč"
"VICTAS Belag VS > 401 rot 1,5 mm","VICTAS potah, kontrola a útočnost"
"VICTAS Belag VS > 401 rot 1,8 mm","Ovládání, Útočný potah"
"VICTAS Belag VS > 401 rot 2,0 mm","kontrola, útok"
"VICTAS Belag VS > 401 schwarz 1,5 mm","kontrola, útočnost"
"VICTAS Belag VS > 401 schwarz 1,8 mm","VICTAS potah, všestranný útočný potah"
"VICTAS Belag VS > 401 schwarz 2,0 mm","kontrola, útok"
"VICTAS Belag VS > 402 Double Extra rot 1,8 mm","Vysoká energie, Rotace"
"VICTAS Belag VS > 402 Double Extra rot 2,0 mm","rotace, všestrannost"
"VICTAS Belag VS > 402 Double Extra rot 2,3 mm","VS 402 Double Extra, vysoké napětí"
"VICTAS Belag VS > 402 Double Extra schwarz 1,8 mm","vysoká rotace, energie těžení"
"VICTAS Belag VS > 402 Double Extra schwarz 2,0 mm","vysoká energie, rotace"
"VICTAS Belag VS > 402 Double Extra schwarz 2,3 mm","VICTAS potah, stolní tenis"
"VICTAS Belag VS > 402 Limber rot 1,8 mm","měkký potah, vysoká rotace"
"VICTAS Belag VS > 402 Limber rot 2,0 mm","měkká verze, útočná guma"
"VICTAS Belag VS > 402 Limber rot 2,3 mm","přilnavost, kontrola míče"
"VICTAS Belag VS > 402 Limber schwarz 1,8 mm","měkký povrch, vysoká kontrola"
"VICTAS Belag VS > 402 Limber schwarz 2,0 mm","VICTAS VS série, Limber-offenzivšvám"
"VICTAS Belag VS > 402 Limber schwarz 2,3 mm","VICTAS VS > 402 Limber, stolní tenis"
"VICTAS Doppelhülle V-Case 428 blau","obal na pálky, praktická síťová kapsa"
"VICTAS Doppelhülle V-Case 428 schwarz","obal na pálky, síťová kapsa"
"VICTAS Handtuch V-Towel 521 blau/grau","ručník, bavlna"
"VICTAS Handtuch V-Towel 521 schwarz/blau","ručník, bavlna"
"VICTAS Handtuch V-Towel 526 blau","ručník, bavlna"
"VICTAS Handtuch V-Towel 526 schwarz","ručník, bavlna"
"VICTAS Hemd V-Ladyshirt 220 navy/rot L","dámské tričko, sportovní oblečení"
"VICTAS Hemd V-Ladyshirt 220 navy/rot M","dámské tričko, polyester"
"VICTAS Hemd V-Ladyshirt 220 navy/rot S","tričko, sportovní"
"VICTAS Hemd V-Ladyshirt 220 navy/rot XL","dámské tričko, stolní tenis"
"VICTAS Hemd V-Ladyshirt 220 navy/rot XS","dámské tričko, stolní tenis"
"VICTAS Hemd V-Ladyshirt 220 rot/navy L","dámské tričko, polyester"
"VICTAS Hemd V-Ladyshirt 220 rot/navy M","dámské tričko, stolní tenis"
"VICTAS Hemd V-Ladyshirt 220 rot/navy XL","dámské tričko, prodyšná mikrofibra"
"VICTAS Hemd V-Ladyshirt 220 rot/navy XS","dámské tričko, stolní tenis"
"VICTAS Hemd V-Ladyshirt 220 schwarz/gelb L","dámské tričko, polyester"
"VICTAS Hemd V-Ladyshirt 220 schwarz/gelb M","dámské tričko, stolní tenis"
"VICTAS Hemd V-Ladyshirt 220 schwarz/gelb S","dámské tričko, polyester"
"VICTAS Hemd V-Ladyshirt 220 schwarz/gelb XL","tričko, polyester"
"VICTAS Hemd V-Ladyshirt 220 schwarz/gelb XS","dámské tričko, polyester"
